actual_worth,area_id,area_name_ar,area_name_en,building_name_ar,building_name_en,has_parking,instance_date,master_project_ar,master_project_en,meter_rent_price,meter_sale_price,nearest_landmark_ar,nearest_landmark_en,nearest_mall_ar,nearest_mall_en,nearest_metro_ar,nearest_metro_en,no_of_parties_role_1,no_of_parties_role_2,no_of_parties_role_3,procedure_area,procedure_id,procedure_name_ar,procedure_name_en,project_name_ar,project_name_en,project_number,property_sub_type_ar,property_sub_type_en,property_sub_type_id,property_type_ar,property_type_en,property_type_id,property_usage_ar,property_usage_en,reg_type_ar,reg_type_en,reg_type_id,rent_value,rooms_ar,rooms_en,transaction_id,trans_group_ar,trans_group_en,trans_group_id,load_timestamp,instance_date_parsed
270000.0,442,البرشاء جنوب الخامسة,Al Barsha South Fifth,EDMONTON ELM,EDMONTON ELM,1,2023-08-24,قرية جميرا المثلثة,Jumeirah Village Triangle,,7383.1,أكاديمية المدينة الرياضية للسباحة,Sports City Swimming Academy,مارينا مول,Marina Mall,عقارات داماك,Damac Properties,1.0,1.0,0.0,36.57,11,بيع,Sell,إدمونتون إلم,EDMONTON ELM,871.0,شقه سكنيه,Flat,60.0,وحدة,Unit,3,سكني,Residential,العقارات القائمة,Existing Properties,1,,استوديو,Studio,1-11-2023-26885,مبايعات,Sales,1,2026-08-21T18:27:40.000Z,2023-08-24
2006828.0,442,البرشاء جنوب الخامسة,Al Barsha South Fifth,بلمونت ريزيدنسز,Belmont Residences,1,2024-12-13,قرية جميرا المثلثة,Jumeirah Village Triangle,,18288.78,أكاديمية المدينة الرياضية للسباحة,Sports City Swimming Academy,مارينا مول,Marina Mall,عقارات داماك,Damac Properties,1.0,1.0,0.0,109.73,102,بيع - تسجيل مبدئى,Sell - Pre registration,بلمونت ريزيدنسز,BELMONT RESIDENCES,2639.0,شقه سكنيه,Flat,60.0,وحدة,Unit,3,سكني,Residential,على الخارطة,Off-Plan Properties,0,,غرفتين,2 B/R,1-102-2024-104339,مبايعات,Sales,1,2026-08-21T18:27:40.000Z,2024-12-13
871000.0,442,البرشاء جنوب الخامسة,Al Barsha South Fifth,سول ليفانتي,Sol Levante,1,2026-07-09,قرية جميرا المثلثة,Jumeirah Village Triangle,,21400.49,أكاديمية المدينة الرياضية للسباحة,Sports City Swimming Academy,ابن بطوطة مول,Ibn-e-Battuta Mall,برج هاربور,Harbour Tower,1.0,1.0,0.0,40.7,102,بيع - تسجيل مبدئى,Sell - Pre registration,سول ليفانتي,SOL LEVANTE,3642.0,شقه سكنيه,Flat,60.0,وحدة,Unit,3,سكني,Residential,على الخارطة,Off-Plan Properties,0,,استوديو,Studio,1-102-2026-60434,مبايعات,Sales,1,2026-08-21T18:27:40.000Z,2026-07-09
550000.0,441,البرشاء جنوب الرابعة,Al Barsha South Fourth,غالية,GHALIA,1,2025-08-28,قرية جميرا الدائرية,Jumeirah Village Circle,,13310.75,أكاديمية المدينة الرياضية للسباحة,Sports City Swimming Academy,مارينا مول,Marina Mall,محطة مترو النخيل,Nakheel Metro Station,1.0,2.0,0.0,41.32,11,بيع,Sell,غالية,GHALIA,1505.0,شقه سكنيه,Flat,60.0,وحدة,Unit,3,سكني,Residential,العقارات القائمة,Existing Properties,1,,استوديو,Studio,1-11-2025-35802,مبايعات,Sales,1,2026-08-21T18:27:40.000Z,2025-08-28
11000000.0,330,مرسى دبي,Marsa Dubai,52|42 تاور 2,52|42 Tower 2,1,2023-06-15,دبي مارينا,Dubai Marina,,32391.05,برج العرب,Burj Al Arab,مارينا مول,Marina Mall,مساكن شاطئ جميرا,Jumeirah Beach Residency,1.0,1.0,0.0,339.6,11,بيع,Sell,5242,5242,1747.0,شقه سكنيه,Flat,60.0,وحدة,Unit,3,سكني,Residential,العقارات القائمة,Existing Properties,1,,أربع غرف,4 B/R,1-11-2023-18858,مبايعات,Sales,1,2026-08-21T18:27:40.000Z,2023-06-15
2800000.0,390,برج خليفة,Burj Khalifa,اكت وان اكت تو تاور 2,Act One Act Two Tower 2,1,2023-05-25,داون تاون دبي,DownTown Dubai,,27121.27,برج خليفة,Burj Khalifa,مول دبي,Dubai Mall,محطة مترو بوج خليفة دبي مول,Buj Khalifa Dubai Mall Metro Station,2.0,1.0,0.0,103.24,41,بيع مبدئى,Delayed Sell,ACT ون | ACT تو,ACT ONE | ACT TWO,1773.0,شقه سكنيه,Flat,60.0,وحدة,Unit,3,سكني,Residential,العقارات القائمة,Existing Properties,1,,غرفتين,2 B/R,1-41-2023-9868,مبايعات,Sales,1,2026-08-21T18:27:40.000Z,2023-05-25
884793.0,441,البرشاء جنوب الرابعة,Al Barsha South Fourth,ذا اوتوجراف ? اس سيريس,The Autograph | S Series,1,2025-04-23,قرية جميرا الدائرية,Jumeirah Village Circle,,14507.18,أكاديمية المدينة الرياضية للسباحة,Sports City Swimming Academy,مارينا مول,Marina Mall,محطة مترو النخيل,Nakheel Metro Station,1.0,1.0,0.0,60.99,102,بيع - تسجيل مبدئى,Sell - Pre registration,ذا اوتوجراف - ايس سيريس,THE AUTOGRAPH-S SERIES,3186.0,شقه سكنيه,Flat,60.0,وحدة,Unit,3,سكني,Residential,على الخارطة,Off-Plan Properties,0,,استوديو,Studio,1-102-2025-33884,مبايعات,Sales,1,2026-08-21T18:27:40.000Z,2025-04-23
730000.0,441,البرشاء جنوب الرابعة,Al Barsha South Fourth,بن غاطي فينوس,Binghatti Venus,1,2023-08-21,قرية جميرا الدائرية,Jumeirah Village Circle,,13616.86,أكاديمية المدينة الرياضية للسباحة,Sports City Swimming Academy,مارينا مول,Marina Mall,محطة مترو النخيل,Nakheel Metro Station,1.0,1.0,0.0,53.61,102,بيع - تسجيل مبدئى,Sell - Pre registration,بن غاطي ?ينوس,Binghatti Venus,2671.0,شقه سكنيه,Flat,60.0,وحدة,Unit,3,سكني,Residential,على الخارطة,Off-Plan Properties,0,,غرفة,1 B/R,1-102-2023-41018,مبايعات,Sales,1,2026-08-21T18:27:40.000Z,2023-08-21
765000.0,526,الخليج التجارى,Business Bay,ريفا ريزيدنسز,REVA RESIDENCES,1,2023-03-14,الخليج التجاري,Business Bay,,17315.53,وسط مدينة دبي,Downtown Dubai,مول دبي,Dubai Mall,محطة مترو بوج خليفة دبي مول,Buj Khalifa Dubai Mall Metro Station,1.0,1.0,0.0,44.18,11,بيع,Sell,ريفا ريزيدنسز,REVA RESIDENCES,2018.0,شقه سكنيه,Flat,60.0,وحدة,Unit,3,سكني,Residential,العقارات القائمة,Existing Properties,1,,غرفة,1 B/R,1-11-2023-7147,مبايعات,Sales,1,2026-08-21T18:27:40.000Z,2023-03-14
1020000.0,526,الخليج التجارى,Business Bay,نورث سايد 15 - تاور 1,15 Northside - Tower 1,1,2026-01-29,الخليج التجاري,Business Bay,,29109.59,وسط مدينة دبي,Downtown Dubai,مول دبي,Dubai Mall,محطة مترو بوج خليفة دبي مول,Buj Khalifa Dubai Mall Metro Station,1.0,1.0,0.0,35.04,11,بيع,Sell,15 نورث سايد,15 Northside,2214.0,شقه سكنيه,Flat,60.0,وحدة,Unit,3,سكني,Residential,العقارات القائمة,Existing Properties,1,,استوديو,Studio,1-11-2026-4277,مبايعات,Sales,1,2026-08-21T18:27:40.000Z,2026-01-29
1255470.0,482,حدائق الشيخ محمد بن راشد,Hadaeq Sheikh Mohammed Bin Rashid,بريفيه ريزيدنس,Prive Residence,1,2023-05-30,دبي هيلز استيت,Dubai Hills Estate,,18298.65,قرية عالمية,Global Village,مول الإمارات,Mall of the Emirates,محطة مترو بنك أبوظبي الأول,First Abu Dhabi Bank Metro Station,1.0,1.0,0.0,68.61,102,بيع - تسجيل مبدئى,Sell - Pre registration,بريف ريزيدنس,Prive Residence,2529.0,شقه سكنيه,Flat,60.0,وحدة,Unit,3,سكني,Residential,على الخارطة,Off-Plan Properties,0,,غرفة,1 B/R,1-102-2023-23893,مبايعات,Sales,1,2026-08-21T18:27:40.000Z,2023-05-30
1320760.0,390,برج خليفة,Burj Khalifa,اليت داون تاون ريزيدنيس,ELITE DOWNTOWN RESIDENCE,1,2023-09-13,داون تاون دبي,DownTown Dubai,,26510.64,وسط مدينة دبي,Downtown Dubai,مول دبي,Dubai Mall,محطة مترو الخليج التجاري,Business Bay Metro Station,1.0,1.0,0.0,49.82,41,بيع مبدئى,Delayed Sell,ايليت داون تاون رزيدنس,ELITE DOWNTOWN RESIDENCE,1403.0,شقه سكنيه,Flat,60.0,وحدة,Unit,3,سكني,Residential,العقارات القائمة,Existing Properties,1,,استوديو,Studio,1-41-2023-17753,مبايعات,Sales,1,2026-08-21T18:27:40.000Z,2023-09-13
800000.0,441,البرشاء جنوب الرابعة,Al Barsha South Fourth,بن غاطي هاوس,Binghatti House,1,2023-12-11,قرية جميرا الدائرية,Jumeirah Village Circle,,13434.09,أكاديمية المدينة الرياضية للسباحة,Sports City Swimming Academy,مارينا مول,Marina Mall,مدينة دبي للإنترنت,Dubai Internet City,1.0,2.0,0.0,59.55,102,بيع - تسجيل مبدئى,Sell - Pre registration,بن غاطي هاوس,Binghatti House,2670.0,شقه سكنيه,Flat,60.0,وحدة,Unit,3,سكني,Residential,على الخارطة,Off-Plan Properties,0,,غرفة,1 B/R,1-102-2023-65412,مبايعات,Sales,1,2026-08-21T18:27:40.000Z,2023-12-11
1773964.0,442,البرشاء جنوب الخامسة,Al Barsha South Fifth,فيفيد تاو ر,VIVID TOWER,1,2025-11-12,قرية جميرا المثلثة,Jumeirah Village Triangle,,14528.78,أكاديمية المدينة الرياضية للسباحة,Sports City Swimming Academy,ابن بطوطة مول,Ibn-e-Battuta Mall,برج هاربور,Harbour Tower,1.0,1.0,0.0,122.1,102,بيع - تسجيل مبدئى,Sell - Pre registration,فيفيد تاور,VIVID TOWER,3380.0,شقه سكنيه,Flat,60.0,وحدة,Unit,3,سكني,Residential,على الخارطة,Off-Plan Properties,0,,غرفتين,2 B/R,1-102-2025-114497,مبايعات,Sales,1,2026-08-21T18:27:40.000Z,2025-11-12
1577576.0,442,البرشاء جنوب الخامسة,Al Barsha South Fifth,لومينار تاور تو,Luminar Tower 2,1,2025-10-06,قرية جميرا المثلثة,Jumeirah Village Triangle,,13455.95,أكاديمية المدينة الرياضية للسباحة,Sports City Swimming Academy,مارينا مول,Marina Mall,أبراج بحيرات جميرا,Jumeirah Lakes Towers,1.0,1.0,0.0,117.24,102,بيع - تسجيل مبدئى,Sell - Pre registration,لومينار تاور تو,Luminar Tower 2,3298.0,شقه سكنيه,Flat,60.0,وحدة,Unit,3,سكني,Residential,على الخارطة,Off-Plan Properties,0,,غرفتين,2 B/R,1-102-2025-99231,مبايعات,Sales,1,2026-08-21T18:27:40.000Z,2025-10-06
3900000.0,410,نخلة جميرا,Palm Jumeirah,الخضوري,Al Khudrawi,1,2024-11-12,نخلة جميرا,Palm Jumeirah,,19243.1,برج العرب,Burj Al Arab,مارينا مول,Marina Mall,نخلة جميرا,Palm Jumeirah,1.0,1.0,0.0,202.67,11,بيع,Sell,,,,شقه سكنيه,Flat,60.0,وحدة,Unit,3,سكني,Residential,العقارات القائمة,Existing Properties,1,,ثلاث غرف,3 B/R,1-11-2024-43302,مبايعات,Sales,1,2026-08-21T18:27:40.000Z,2024-11-12
1306256.0,441,البرشاء جنوب الرابعة,Al Barsha South Fourth,ألتا فيو سكاي هومز,ALTA VIEW SKYHOMES,1,2026-02-03,قرية جميرا الدائرية,Jumeirah Village Circle,,19389.28,أكاديمية المدينة الرياضية للسباحة,Sports City Swimming Academy,مارينا مول,Marina Mall,مدينة دبي للإنترنت,Dubai Internet City,1.0,1.0,0.0,67.37,102,بيع - تسجيل مبدئى,Sell - Pre registration,ألتا فيو سكاي هومز,ALTA VIEW SKYHOMES,3842.0,شقه سكنيه,Flat,60.0,وحدة,Unit,3,سكني,Residential,على الخارطة,Off-Plan Properties,0,,غرفة,1 B/R,1-102-2026-11934,مبايعات,Sales,1,2026-08-21T18:27:40.000Z,2026-02-03
600000.0,441,البرشاء جنوب الرابعة,Al Barsha South Fourth,كوبيكس رسيدنسس,Cubix Residences,1,2024-02-14,قرية جميرا الدائرية,Jumeirah Village Circle,,17590.15,أكاديمية المدينة الرياضية للسباحة,Sports City Swimming Academy,مول الإمارات,Mall of the Emirates,مدينة دبي للإنترنت,Dubai Internet City,1.0,2.0,0.0,34.11,102,بيع - تسجيل مبدئى,Sell - Pre registration,كوبيكس رسيدنسس,Cubix Residences,2812.0,شقه سكنيه,Flat,60.0,وحدة,Unit,3,سكني,Residential,على الخارطة,Off-Plan Properties,0,,استوديو,Studio,1-102-2024-8806,مبايعات,Sales,1,2026-08-21T18:27:40.000Z,2024-02-14
1605000.0,526,الخليج التجارى,Business Bay,بينينسولا ثري,Peninsula Three,1,2025-05-27,الخليج التجاري,Business Bay,,26289.93,وسط مدينة دبي,Downtown Dubai,مول دبي,Dubai Mall,محطة مترو الخليج التجاري,Business Bay Metro Station,1.0,1.0,0.0,61.05,102,بيع - تسجيل مبدئى,Sell - Pre registration,بينينسولا ثري,Peninsula Three,2372.0,شقه سكنيه,Flat,60.0,وحدة,Unit,3,سكني,Residential,على الخارطة,Off-Plan Properties,0,,غرفة,1 B/R,1-102-2025-45034,مبايعات,Sales,1,2026-08-21T18:27:40.000Z,2025-05-27
864208.0,442,البرشاء جنوب الخامسة,Al Barsha South Fifth,لومينار تاور وان,Luminar Tower 1,1,2024-10-30,قرية جميرا المثلثة,Jumeirah Village Triangle,,16084.27,أكاديمية المدينة الرياضية للسباحة,Sports City Swimming Academy,مارينا مول,Marina Mall,أبراج بحيرات جميرا,Jumeirah Lakes Towers,1.0,1.0,0.0,53.73,102,بيع - تسجيل مبدئى,Sell - Pre registration,لومينار تاور وان,Luminar Tower 1,3183.0,شقه سكنيه,Flat,60.0,وحدة,Unit,3,سكني,Residential,على الخارطة,Off-Plan Properties,0,,غرفة,1 B/R,1-102-2024-91646,مبايعات,Sales,1,2026-08-21T18:27:40.000Z,2024-10-30
2500888.0,482,حدائق الشيخ محمد بن راشد,Hadaeq Sheikh Mohammed Bin Rashid,بارك لين ? مبنى 2 بي,Park Lane ? Building 2B,1,2024-05-24,دبي هيلز استيت,Dubai Hills Estate,,20586.83,برج العرب,Burj Al Arab,مول الإمارات,Mall of the Emirates,محطة مترو بنك أبوظبي الأول,First Abu Dhabi Bank Metro Station,1.0,2.0,0.0,121.48,102,بيع - تسجيل مبدئى,Sell - Pre registration,بارك لين,Park Lane,2775.0,شقه سكنيه,Flat,60.0,وحدة,Unit,3,سكني,Residential,على الخارطة,Off-Plan Properties,0,,غرفتين,2 B/R,1-102-2024-35428,مبايعات,Sales,1,2026-08-21T18:27:40.000Z,2024-05-24
786999.0,442,البرشاء جنوب الخامسة,Al Barsha South Fifth,?ن ??ط? ??زور??,BINGHATTI LUXURIA,1,2026-03-24,قرية جميرا المثلثة,Jumeirah Village Triangle,,25103.64,أكاديمية المدينة الرياضية للسباحة,Sports City Swimming Academy,مارينا مول,Marina Mall,عقارات داماك,Damac Properties,1.0,1.0,0.0,31.35,102,بيع - تسجيل مبدئى,Sell - Pre registration,بن غاطي لكزوريا,Binghatti Luxuria,4299.0,شقه سكنيه,Flat,60.0,وحدة,Unit,3,سكني,Residential,على الخارطة,Off-Plan Properties,0,,استوديو,Studio,1-102-2026-28224,مبايعات,Sales,1,2026-08-21T18:27:40.000Z,2026-03-24
1321977.0,441,البرشاء جنوب الرابعة,Al Barsha South Fourth,بارك بوليفارد باى ميتيورا,PARK BOULEVARD BY METEORA,1,2025-07-02,قرية جميرا الدائرية,Jumeirah Village Circle,,16952.77,أكاديمية المدينة الرياضية للسباحة,Sports City Swimming Academy,مول الإمارات,Mall of the Emirates,مدينة دبي للإنترنت,Dubai Internet City,1.0,1.0,0.0,77.98,102,بيع - تسجيل مبدئى,Sell - Pre registration,بارك بوليفارد باى ميتيورا,PARK BOULEVARD BY METEORA,3045.0,شقه سكنيه,Flat,60.0,وحدة,Unit,3,سكني,Residential,على الخارطة,Off-Plan Properties,0,,غرفتين,2 B/R,1-102-2025-57605,مبايعات,Sales,1,2026-08-21T18:27:40.000Z,2025-07-02
1450000.0,330,مرسى دبي,Marsa Dubai,باي سنترال 2,BAY CENTRAL 2,1,2024-10-02,دبي مارينا,Dubai Marina,,24134.49,برج العرب,Burj Al Arab,مارينا مول,Marina Mall,مساكن شاطئ الجميرا,Jumeirah Beach Resdency,1.0,1.0,0.0,60.08,11,بيع,Sell,باي سنترال ويست أند سنترال,BAY CENTRAL WEST & CENTRAL TOWERS,259.0,شقه سكنيه,Flat,60.0,وحدة,Unit,3,سكني,Residential,العقارات القائمة,Existing Properties,1,,غرفة,1 B/R,1-11-2024-37134,مبايعات,Sales,1,2026-08-21T18:27:40.000Z,2024-10-02
1770888.0,482,حدائق الشيخ محمد بن راشد,Hadaeq Sheikh Mohammed Bin Rashid,بالاس رزيدنسز دبي هيلز استيت مبنى 1,Palace Residences Dubai Hills Estate Building 1,1,2024-07-16,دبي هيلز استيت,Dubai Hills Estate,,25642.75,موتور سيتي,Motor City,مول الإمارات,Mall of the Emirates,محطة مترو بنك أبوظبي الأول,First Abu Dhabi Bank Metro Station,1.0,2.0,0.0,69.06,102,بيع - تسجيل مبدئى,Sell - Pre registration,بالاس رزيدنسز دبي هيلز استيت,Palace Residences Dubai Hills Estate,2884.0,شقه سكنيه,Flat,60.0,وحدة,Unit,3,سكني,Residential,على الخارطة,Off-Plan Properties,0,,غرفة,1 B/R,1-102-2024-50246,مبايعات,Sales,1,2026-08-21T18:27:40.000Z,2024-07-16
1465000.0,482,حدائق الشيخ محمد بن راشد,Hadaeq Sheikh Mohammed Bin Rashid,إكزيكتيف رزيدنسز 2,EXECUTIVE RESIDENCES 2,1,2025-05-26,دبي هيلز استيت,Dubai Hills Estate,,24275.06,برج العرب,Burj Al Arab,مول الإمارات,Mall of the Emirates,محطة مترو بنك أبوظبي الأول,First Abu Dhabi Bank Metro Station,1.0,1.0,0.0,60.35,11,بيع,Sell,بارك ريدج,PARK RIDGE,1937.0,شقه سكنيه,Flat,60.0,وحدة,Unit,3,سكني,Residential,العقارات القائمة,Existing Properties,1,,غرفة,1 B/R,1-11-2025-21947,مبايعات,Sales,1,2026-08-21T18:27:40.000Z,2025-05-26
1904999.0,390,برج خليفة,Burj Khalifa,بن غاطي سكاي بليد,Binghatti Skyblade,1,2025-12-18,داون تاون دبي,DownTown Dubai,,38547.13,وسط مدينة دبي,Downtown Dubai,مول دبي,Dubai Mall,محطة مترو الخليج التجاري,Business Bay Metro Station,1.0,1.0,0.0,49.42,102,بيع - تسجيل مبدئى,Sell - Pre registration,بن غاطي سكاي بليد,Binghatti Skyblade,3725.0,شقه سكنيه,Flat,60.0,وحدة,Unit,3,سكني,Residential,على الخارطة,Off-Plan Properties,0,,استوديو,Studio,1-102-2025-129422,مبايعات,Sales,1,2026-08-21T18:27:40.000Z,2025-12-18
2183249.0,526,الخليج التجارى,Business Bay,بن غاطي سكاي رايز - تاور سي,Binghatti Skyrise - TOWER C,1,2025-03-10,الخليج التجاري,Business Bay,,25048.75,وسط مدينة دبي,Downtown Dubai,مول دبي,Dubai Mall,محطة مترو الخليج التجاري,Business Bay Metro Station,1.0,1.0,0.0,87.16,102,بيع - تسجيل مبدئى,Sell - Pre registration,بن غاطي سكاي رايز,Binghatti Skyrise,3349.0,شقه سكنيه,Flat,60.0,وحدة,Unit,3,سكني,Residential,على الخارطة,Off-Plan Properties,0,,غرفة,1 B/R,1-102-2025-19456,مبايعات,Sales,1,2026-08-21T18:27:40.000Z,2025-03-10
962498.0,441,البرشاء جنوب الرابعة,Al Barsha South Fourth,بن غاطي روبي,Binghatti Ruby,1,2026-01-07,قرية جميرا الدائرية,Jumeirah Village Circle,,28938.63,أكاديمية المدينة الرياضية للسباحة,Sports City Swimming Academy,مول الإمارات,Mall of the Emirates,مدينة دبي للإنترنت,Dubai Internet City,1.0,1.0,0.0,33.26,102,بيع - تسجيل مبدئى,Sell - Pre registration,بن غاطي روبي,Binghatti Ruby,3533.0,شقه سكنيه,Flat,60.0,وحدة,Unit,3,سكني,Residential,على الخارطة,Off-Plan Properties,0,,استوديو,Studio,1-102-2026-1611,مبايعات,Sales,1,2026-08-21T18:27:40.000Z,2026-01-07
1804888.0,482,حدائق الشيخ محمد بن راشد,Hadaeq Sheikh Mohammed Bin Rashid,بالاس رزيدنسز دبي هيلز استيت مبنى 1,Palace Residences Dubai Hills Estate Building 1,1,2024-07-16,دبي هيلز استيت,Dubai Hills Estate,,25999.54,موتور سيتي,Motor City,مول الإمارات,Mall of the Emirates,محطة مترو بنك أبوظبي الأول,First Abu Dhabi Bank Metro Station,1.0,1.0,0.0,69.42,102,بيع - تسجيل مبدئى,Sell - Pre registration,بالاس رزيدنسز دبي هيلز استيت,Palace Residences Dubai Hills Estate,2884.0,شقه سكنيه,Flat,60.0,وحدة,Unit,3,سكني,Residential,على الخارطة,Off-Plan Properties,0,,غرفة,1 B/R,1-102-2024-50257,مبايعات,Sales,1,2026-08-21T18:27:40.000Z,2024-07-16
3000000.0,330,مرسى دبي,Marsa Dubai,الفتان مارين تاورز,Al Fattan Marine Towers,1,2024-03-25,,,,15416.24,برج العرب,Burj Al Arab,مارينا مول,Marina Mall,مساكن شاطئ الجميرا,Jumeirah Beach Resdency,1.0,2.0,0.0,194.6,11,بيع,Sell,,,,شقه سكنيه,Flat,60.0,وحدة,Unit,3,سكني,Residential,العقارات القائمة,Existing Properties,1,,ثلاث غرف,3 B/R,1-11-2024-10904,مبايعات,Sales,1,2026-08-21T18:27:40.000Z,2024-03-25
620000.0,441,البرشاء جنوب الرابعة,Al Barsha South Fourth,II بلغرافيا هايتس,Belgravia Heights II,1,2024-05-03,قرية جميرا الدائرية,Jumeirah Village Circle,,15938.3,أكاديمية المدينة الرياضية للسباحة,Sports City Swimming Academy,مول الإمارات,Mall of the Emirates,مدينة دبي للإنترنت,Dubai Internet City,1.0,1.0,0.0,38.9,102,بيع - تسجيل مبدئى,Sell - Pre registration,II بلغرافيا هايتس,BELGRAVIA HEIGHTS II,2064.0,شقه سكنيه,Flat,60.0,وحدة,Unit,3,سكني,Residential,على الخارطة,Off-Plan Properties,0,,استوديو,Studio,1-102-2024-28549,مبايعات,Sales,1,2026-08-21T18:27:40.000Z,2024-05-03
1115516.0,441,البرشاء جنوب الرابعة,Al Barsha South Fourth,ستاكس,Stax,1,2026-03-12,قرية جميرا الدائرية,Jumeirah Village Circle,,15291.52,أكاديمية المدينة الرياضية للسباحة,Sports City Swimming Academy,مارينا مول,Marina Mall,مدينة دبي للإنترنت,Dubai Internet City,1.0,1.0,0.0,72.95,102,بيع - تسجيل مبدئى,Sell - Pre registration,استاكس,Stax,4013.0,شقه سكنيه,Flat,60.0,وحدة,Unit,3,سكني,Residential,على الخارطة,Off-Plan Properties,0,,غرفة,1 B/R,1-102-2026-24786,مبايعات,Sales,1,2026-08-21T18:27:40.000Z,2026-03-12
2606888.0,482,حدائق الشيخ محمد بن راشد,Hadaeq Sheikh Mohammed Bin Rashid,B روز هيل مبنى,Rosehill Block B,1,2025-08-19,دبي هيلز استيت,Dubai Hills Estate,,23100.47,,,,,,,1.0,1.0,0.0,112.85,102,بيع - تسجيل مبدئى,Sell - Pre registration,روزهيل,Rosehill,3834.0,شقه سكنيه,Flat,60.0,وحدة,Unit,3,سكني,Residential,على الخارطة,Off-Plan Properties,0,,غرفتين,2 B/R,1-102-2025-77263,مبايعات,Sales,1,2026-08-21T18:27:40.000Z,2025-08-19
1308669.0,482,حدائق الشيخ محمد بن راشد,Hadaeq Sheikh Mohammed Bin Rashid,إلفيرا 1,Elvira 1,1,2023-03-16,دبي هيلز استيت,Dubai Hills Estate,,20010.23,,,,,,,1.0,1.0,0.0,65.4,102,بيع - تسجيل مبدئى,Sell - Pre registration,الفيرا,Elvira,2536.0,شقه سكنيه,Flat,60.0,وحدة,Unit,3,سكني,Residential,على الخارطة,Off-Plan Properties,0,,غرفة,1 B/R,1-102-2023-13135,مبايعات,Sales,1,2026-08-21T18:27:40.000Z,2023-03-16
920000.0,526,الخليج التجارى,Business Bay,السفير تاور 1,SAFEER TOWER 1,1,2024-12-19,الخليج التجاري,Business Bay,,10309.28,وسط مدينة دبي,Downtown Dubai,مول دبي,Dubai Mall,محطة مترو الخليج التجاري,Business Bay Metro Station,6.0,2.0,0.0,89.24,11,بيع,Sell,سفير تاور 2,SAFEER TOWER 1,1546.0,شقه سكنيه,Flat,60.0,وحدة,Unit,3,سكني,Residential,العقارات القائمة,Existing Properties,1,,غرفة,1 B/R,1-11-2024-49248,مبايعات,Sales,1,2026-08-21T18:27:40.000Z,2024-12-19
1530000.0,441,البرشاء جنوب الرابعة,Al Barsha South Fourth,نورا ريسيدينس,Norah Residence,1,2026-05-20,قرية جميرا الدائرية,Jumeirah Village Circle,,15306.12,أكاديمية المدينة الرياضية للسباحة,Sports City Swimming Academy,مارينا مول,Marina Mall,محطة مترو النخيل,Nakheel Metro Station,1.0,1.0,0.0,99.96,102,بيع - تسجيل مبدئى,Sell - Pre registration,نورا ريزيدنس,Norah Residence,3754.0,شقه سكنيه,Flat,60.0,وحدة,Unit,3,سكني,Residential,على الخارطة,Off-Plan Properties,0,,غرفتين,2 B/R,1-102-2026-46634,مبايعات,Sales,1,2026-08-21T18:27:40.000Z,2026-05-20
4150000.0,482,حدائق الشيخ محمد بن راشد,Hadaeq Sheikh Mohammed Bin Rashid,إكزيكتيف رزيدنسز 2,EXECUTIVE RESIDENCES 2,1,2024-12-09,دبي هيلز استيت,Dubai Hills Estate,,28267.83,برج العرب,Burj Al Arab,مول الإمارات,Mall of the Emirates,محطة مترو بنك أبوظبي الأول,First Abu Dhabi Bank Metro Station,1.0,1.0,0.0,146.81,41,بيع مبدئى,Delayed Sell,بارك ريدج,PARK RIDGE,1937.0,شقه سكنيه,Flat,60.0,وحدة,Unit,3,سكني,Residential,العقارات القائمة,Existing Properties,1,,ثلاث غرف,3 B/R,1-41-2024-23838,مبايعات,Sales,1,2026-08-21T18:27:40.000Z,2024-12-09
2015000.0,526,الخليج التجارى,Business Bay,برج باسفيك,BURJ PACIFIC,1,2025-11-05,الخليج التجاري,Business Bay,,13993.06,وسط مدينة دبي,Downtown Dubai,مول دبي,Dubai Mall,محطة مترو بوج خليفة دبي مول,Buj Khalifa Dubai Mall Metro Station,1.0,3.0,0.0,144.0,102,بيع - تسجيل مبدئى,Sell - Pre registration,برج باسيفك,BURJ PACIFIC,266.0,شقه سكنيه,Flat,60.0,وحدة,Unit,3,سكني,Residential,على الخارطة,Off-Plan Properties,0,,غرفتين,2 B/R,1-102-2025-111097,مبايعات,Sales,1,2026-08-21T18:27:40.000Z,2025-11-05
700000.0,441,البرشاء جنوب الرابعة,Al Barsha South Fourth,بن غاطي عمبر,Binghatti Amber,1,2025-04-03,قرية جميرا الدائرية,Jumeirah Village Circle,,16548.46,أكاديمية المدينة الرياضية للسباحة,Sports City Swimming Academy,مول الإمارات,Mall of the Emirates,مدينة دبي للإنترنت,Dubai Internet City,1.0,1.0,0.0,42.3,11,بيع,Sell,بن غاطي عنبر,Binghatti Amber,2673.0,شقه سكنيه,Flat,60.0,وحدة,Unit,3,سكني,Residential,العقارات القائمة,Existing Properties,1,,استوديو,Studio,1-11-2025-13504,مبايعات,Sales,1,2026-08-21T18:27:40.000Z,2025-04-03
