actual_worth,area_id,area_name_ar,area_name_en,building_name_ar,building_name_en,has_parking,instance_date,master_project_ar,master_project_en,meter_rent_price,meter_sale_price,nearest_landmark_ar,nearest_landmark_en,nearest_mall_ar,nearest_mall_en,nearest_metro_ar,nearest_metro_en,no_of_parties_role_1,no_of_parties_role_2,no_of_parties_role_3,procedure_area,procedure_id,procedure_name_ar,procedure_name_en,project_name_ar,project_name_en,project_number,property_sub_type_ar,property_sub_type_en,property_sub_type_id,property_type_ar,property_type_en,property_type_id,property_usage_ar,property_usage_en,reg_type_ar,reg_type_en,reg_type_id,rent_value,rooms_ar,rooms_en,transaction_id,trans_group_ar,trans_group_en,trans_group_id,load_timestamp,instance_date_parsed
2350000.0,330,مرسى دبي,Marsa Dubai,المرجان 6,Murjan 6,1,2023-09-28,جميرا بيتش ريزيدنس  - الجيه بي آر,Jumeriah Beach Residence  - JBR,,13438.55,برج العرب,Burj Al Arab,مارينا مول,Marina Mall,مساكن شاطئ الجميرا,Jumeirah Beach Resdency,2.0,2.0,0.0,174.87,11,بيع,Sell,,,,شقه سكنيه,Flat,60.0,وحدة,Unit,3,سكني,Residential,العقارات القائمة,Existing Properties,1,,ثلاث غرف,3 B/R,1-11-2023-31363,مبايعات,Sales,1,2026-08-21T18:27:40.000Z,2023-09-28
540000.0,441,البرشاء جنوب الرابعة,Al Barsha South Fourth,دايموند فيوز 2,DIAMOND VIEWS 2,1,2024-01-10,قرية جميرا الدائرية,Jumeirah Village Circle,,7872.87,أكاديمية المدينة الرياضية للسباحة,Sports City Swimming Academy,مول الإمارات,Mall of the Emirates,مدينة دبي للإنترنت,Dubai Internet City,1.0,1.0,0.0,68.59,11,بيع,Sell,دايموند فيوز 2,DIAMOND VIEWS 2,217.0,شقه سكنيه,Flat,60.0,وحدة,Unit,3,سكني,Residential,العقارات القائمة,Existing Properties,1,,غرفة,1 B/R,1-11-2024-993,مبايعات,Sales,1,2026-08-21T18:27:40.000Z,2024-01-10
1000000.0,410,نخلة جميرا,Palm Jumeirah,جولدن ميل 10,GOLDEN MILE 10,1,2026-04-20,نخلة جميرا,Palm Jumeirah,,23929.17,برج العرب,Burj Al Arab,مارينا مول,Marina Mall,نخلة جميرا,Palm Jumeirah,1.0,1.0,0.0,41.79,11,بيع,Sell,جولدن ميل,GOLDEN MILE,388.0,شقه سكنيه,Flat,60.0,وحدة,Unit,3,سكني,Residential,العقارات القائمة,Existing Properties,1,,غرفتين,2 B/R,1-11-2026-14000,مبايعات,Sales,1,2026-08-21T18:27:40.000Z,2026-04-20
1674000.0,526,الخليج التجارى,Business Bay,ترليونير ريزيدنسز من بن غاطي,Trillionaire Residences by Binghatti,1,2024-04-22,الخليج التجاري,Business Bay,,31567.04,,,,,,,1.0,1.0,0.0,53.03,102,بيع - تسجيل مبدئى,Sell - Pre registration,ترليونير ريزيدنسز من بن غاطي,Trillionaire Residences by Binghatti,2643.0,شقه سكنيه,Flat,60.0,وحدة,Unit,3,سكني,Residential,على الخارطة,Off-Plan Properties,0,,استوديو,Studio,1-102-2024-24394,مبايعات,Sales,1,2026-08-21T18:27:40.000Z,2024-04-22
800000.0,526,الخليج التجارى,Business Bay,POLARIS,POLARIS,0,2023-11-20,الخليج التجاري,Business Bay,,16119.28,وسط مدينة دبي,Downtown Dubai,مول دبي,Dubai Mall,محطة مترو الخليج التجاري,Business Bay Metro Station,1.0,1.0,0.0,49.63,102,بيع - تسجيل مبدئى,Sell - Pre registration,بولاريس,POLARIS,457.0,شقه سكنيه,Flat,60.0,وحدة,Unit,3,سكني,Residential,على الخارطة,Off-Plan Properties,0,,غرفة,1 B/R,1-102-2023-61408,مبايعات,Sales,1,2026-08-21T18:27:40.000Z,2023-11-20
1200000.0,441,البرشاء جنوب الرابعة,Al Barsha South Fourth,بن غاطي جيت,Binghatti Gate,1,2025-02-03,قرية جميرا الدائرية,Jumeirah Village Circle,,13407.82,أكاديمية المدينة الرياضية للسباحة,Sports City Swimming Academy,مارينا مول,Marina Mall,مدينة دبي للإنترنت,Dubai Internet City,1.0,2.0,0.0,89.5,11,بيع,Sell,بوابة بن غاطي,Binghatti Gate,2232.0,شقه سكنيه,Flat,60.0,وحدة,Unit,3,سكني,Residential,العقارات القائمة,Existing Properties,1,,غرفتين,2 B/R,1-11-2025-4176,مبايعات,Sales,1,2026-08-21T18:27:40.000Z,2025-02-03
799217.0,441,البرشاء جنوب الرابعة,Al Barsha South Fourth,311 بوليفارد بواسطة بام اسكان,311 Boulevard by Bam Eskan,1,2025-11-10,قرية جميرا الدائرية,Jumeirah Village Circle,,17943.8,أكاديمية المدينة الرياضية للسباحة,Sports City Swimming Academy,مارينا مول,Marina Mall,مدينة دبي للإنترنت,Dubai Internet City,1.0,2.0,0.0,44.54,102,بيع - تسجيل مبدئى,Sell - Pre registration,311 بوليفارد بواسطة بام اسكان,311 Boulevard by Bam Eskan,3320.0,شقه سكنيه,Flat,60.0,وحدة,Unit,3,سكني,Residential,على الخارطة,Off-Plan Properties,0,,استوديو,Studio,1-102-2025-112903,مبايعات,Sales,1,2026-08-21T18:27:40.000Z,2025-11-10
625000.0,442,البرشاء جنوب الخامسة,Al Barsha South Fifth,برج المنارة,AL MANARA TOWER,1,2024-06-04,قرية جميرا المثلثة,Jumeirah Village Triangle,,8347.8,أكاديمية المدينة الرياضية للسباحة,Sports City Swimming Academy,مارينا مول,Marina Mall,عقارات داماك,Damac Properties,1.0,1.0,0.0,74.87,11,بيع,Sell,المنارة تاور,AL MANARAH TOWER,1706.0,شقه سكنيه,Flat,60.0,وحدة,Unit,3,سكني,Residential,العقارات القائمة,Existing Properties,1,,غرفة,1 B/R,1-11-2024-20192,مبايعات,Sales,1,2026-08-21T18:27:40.000Z,2024-06-04
1781888.0,526,الخليج التجارى,Business Bay,رو? منازل مراسي دراي?,Rove Home Marasi Drive,1,2024-09-13,الخليج التجاري,Business Bay,,32228.03,وسط مدينة دبي,Downtown Dubai,مول دبي,Dubai Mall,محطة مترو الخليج التجاري,Business Bay Metro Station,1.0,1.0,0.0,55.29,102,بيع - تسجيل مبدئى,Sell - Pre registration,روف منازل مراسي درايف,Rove Home Marasi Drive,2966.0,شقه سكنيه,Flat,60.0,وحدة,Unit,3,سكني,Residential,على الخارطة,Off-Plan Properties,0,,غرفة,1 B/R,1-102-2024-71324,مبايعات,Sales,1,2026-08-21T18:27:40.000Z,2024-09-13
2490000.0,390,برج خليفة,Burj Khalifa,ساوث ريدج 6,South Ridge 6,1,2024-03-28,داون تاون دبي,DownTown Dubai,,17975.74,وسط مدينة دبي,Downtown Dubai,مول دبي,Dubai Mall,محطة مترو بوج خليفة دبي مول,Buj Khalifa Dubai Mall Metro Station,2.0,1.0,0.0,138.52,11,بيع,Sell,,,,شقه سكنيه,Flat,60.0,وحدة,Unit,3,سكني,Residential,العقارات القائمة,Existing Properties,1,,غرفتين,2 B/R,1-11-2024-11529,مبايعات,Sales,1,2026-08-21T18:27:40.000Z,2024-03-28
1424999.0,526,الخليج التجارى,Business Bay,بن غاطي سكاي رايز - تاور بي,Binghatti Skyrise - TOWER B,1,2025-08-25,الخليج التجاري,Business Bay,,36039.43,وسط مدينة دبي,Downtown Dubai,مول دبي,Dubai Mall,محطة مترو الخليج التجاري,Business Bay Metro Station,1.0,2.0,0.0,39.54,102,بيع - تسجيل مبدئى,Sell - Pre registration,بن غاطي سكاي رايز,Binghatti Skyrise,3349.0,شقه سكنيه,Flat,60.0,وحدة,Unit,3,سكني,Residential,على الخارطة,Off-Plan Properties,0,,استوديو,Studio,1-102-2025-79449,مبايعات,Sales,1,2026-08-21T18:27:40.000Z,2025-08-25
600000.0,482,حدائق الشيخ محمد بن راشد,Hadaeq Sheikh Mohammed Bin Rashid,ماج أي 890,MAG EYE 890,1,2023-11-21,حدائق الشيخ محمد بن راشد - ديستركت 7,HADAEQ SHEIKH MOHAMMED BIN RASHID - DISRICT 7,,15641.29,وسط مدينة دبي,Downtown Dubai,مول دبي,Dubai Mall,محطة مترو نور بنك,Noor Bank Metro Station,1.0,2.0,0.0,38.36,102,بيع - تسجيل مبدئى,Sell - Pre registration,ماج آي المرحلة 1,MAG EYE Phase 1,2033.0,شقه سكنيه,Flat,60.0,وحدة,Unit,3,سكني,Residential,على الخارطة,Off-Plan Properties,0,,استوديو,Studio,1-102-2023-61669,مبايعات,Sales,1,2026-08-21T18:27:40.000Z,2023-11-21
849900.0,442,البرشاء جنوب الخامسة,Al Barsha South Fifth,فوكسا ريزيدنسز,Voxa Residences,1,2026-04-30,قرية جميرا المثلثة,Jumeirah Village Triangle,,23608.33,أكاديمية المدينة الرياضية للسباحة,Sports City Swimming Academy,مارينا مول,Marina Mall,محطة مترو النخيل,Nakheel Metro Station,1.0,1.0,0.0,36.0,102,بيع - تسجيل مبدئى,Sell - Pre registration,VOXA RESIDENCES,VOXA RESIDENCES,3736.0,شقه سكنيه,Flat,60.0,وحدة,Unit,3,سكني,Residential,على الخارطة,Off-Plan Properties,0,,استوديو,Studio,1-102-2026-40994,مبايعات,Sales,1,2026-08-21T18:27:40.000Z,2026-04-30
33000000.0,482,حدائق الشيخ محمد بن راشد,Hadaeq Sheikh Mohammed Bin Rashid,,,0,2023-04-26,دبي هيليز - غولف بليس,DUBAI HILLS - GOLF PLACE,,25711.75,آي إم جي وورلد أدفينتشرز,IMG World Adventures,مول الإمارات,Mall of the Emirates,محطة مترو نور بنك,Noor Bank Metro Station,1.0,1.0,0.0,1283.46,41,بيع مبدئى,Delayed Sell,جولف بلايس,Golf Place,2016.0,,,,أرض,Land,1,سكني,Residential,العقارات القائمة,Existing Properties,1,,,,1-41-2023-7924,مبايعات,Sales,1,2026-08-21T18:27:40.000Z,2023-04-26
15750000.0,410,نخلة جميرا,Palm Jumeirah,THE 8,THE 8,1,2023-01-23,نخلة جميرا,Palm Jumeirah,,38941.77,برج العرب,Burj Al Arab,مارينا مول,Marina Mall,مينا السياحي,Mina Seyahi,2.0,2.0,0.0,404.45,11,بيع,Sell,ذا 8,THE 8,1617.0,شقه سكنيه,Flat,60.0,وحدة,Unit,3,سكني,Residential,العقارات القائمة,Existing Properties,1,,أربع غرف,4 B/R,1-11-2023-1996,مبايعات,Sales,1,2026-08-21T18:27:40.000Z,2023-01-23
1900000.0,330,مرسى دبي,Marsa Dubai,فيدا ريزيدنسز دبي مارينا,VIDA Residences Dubai Marina,1,2026-07-08,دبي مارينا,Dubai Marina,,27536.23,برج العرب,Burj Al Arab,مارينا مول,Marina Mall,أبراج بحيرات جميرا,Jumeirah Lakes Towers,2.0,1.0,0.0,69.0,11,بيع,Sell,فيدا ريزيدنسز دبي مارينا,VIDA Residences Dubai Marina,1831.0,شقه سكنيه,Flat,60.0,وحدة,Unit,3,سكني,Residential,العقارات القائمة,Existing Properties,1,,غرفة,1 B/R,1-11-2026-21149,مبايعات,Sales,1,2026-08-21T18:27:40.000Z,2026-07-08
887025.0,390,برج خليفة,Burj Khalifa,ذا سيجناتشر,THE SIGNATURE,1,2023-01-18,داون تاون دبي,DownTown Dubai,,10878.41,وسط مدينة دبي,Downtown Dubai,مول دبي,Dubai Mall,محطة مترو بوج خليفة دبي مول,Buj Khalifa Dubai Mall Metro Station,1.0,1.0,0.0,81.54,11,بيع,Sell,سيجنتشر,THE SIGNATURE,413.0,شقه سكنيه,Flat,60.0,وحدة,Unit,3,سكني,Residential,العقارات القائمة,Existing Properties,1,,غرفة,1 B/R,1-11-2023-1464,مبايعات,Sales,1,2026-08-21T18:27:40.000Z,2023-01-18
22500000.0,441,البرشاء جنوب الرابعة,Al Barsha South Fourth,,,0,2025-03-25,قرية جميرا الدائرية,Jumeirah Village Circle,,9071.85,أكاديمية المدينة الرياضية للسباحة,Sports City Swimming Academy,مارينا مول,Marina Mall,مدينة دبي للإنترنت,Dubai Internet City,1.0,1.0,0.0,2480.2,11,بيع,Sell,1 اريديان بارك,lridian Park 1,3764.0,,,,أرض,Land,1,سكني,Residential,العقارات القائمة,Existing Properties,1,,,,1-11-2025-12338,مبايعات,Sales,1,2026-08-21T18:27:40.000Z,2025-03-25
1858822.0,441,البرشاء جنوب الرابعة,Al Barsha South Fourth,دون من بن غاطي,Dawn By Binghatti,1,2025-07-01,قرية جميرا الدائرية,Jumeirah Village Circle,,20600.93,أكاديمية المدينة الرياضية للسباحة,Sports City Swimming Academy,مول الإمارات,Mall of the Emirates,مدينة دبي للإنترنت,Dubai Internet City,1.0,1.0,0.0,90.23,11,بيع,Sell,داون من بن غاطي,Dawn by Binghatti,3023.0,شقه سكنيه,Flat,60.0,وحدة,Unit,3,سكني,Residential,العقارات القائمة,Existing Properties,1,,غرفة,1 B/R,1-11-2025-27738,مبايعات,Sales,1,2026-08-21T18:27:40.000Z,2025-07-01
3300000.0,526,الخليج التجارى,Business Bay,ايست هايتس 1,EAST HEIGHTS 1,1,2024-03-26,الخليج التجاري,Business Bay,,16858.24,برج خليفة,Burj Khalifa,مول دبي,Dubai Mall,محطة مترو الخليج التجاري,Business Bay Metro Station,2.0,1.0,0.0,195.75,11,بيع,Sell,,,,شقه سكنيه,Flat,60.0,وحدة,Unit,3,سكني,Residential,العقارات القائمة,Existing Properties,1,,ثلاث غرف,3 B/R,1-11-2024-11066,مبايعات,Sales,1,2026-08-21T18:27:40.000Z,2024-03-26
3500000.0,482,حدائق الشيخ محمد بن راشد,Hadaeq Sheikh Mohammed Bin Rashid,جولف سويتس,Golf Suites,1,2025-01-22,دبي هيلز استيت,Dubai Hills Estate,,21924.33,آي إم جي وورلد أدفينتشرز,IMG World Adventures,مول الإمارات,Mall of the Emirates,محطة مترو نور بنك,Noor Bank Metro Station,1.0,1.0,0.0,159.64,11,بيع,Sell,جولف سويتس - دبي هيلز,Golf Suites - Dubai Hills,2098.0,شقه سكنيه,Flat,60.0,وحدة,Unit,3,سكني,Residential,العقارات القائمة,Existing Properties,1,,ثلاث غرف,3 B/R,1-11-2025-2617,مبايعات,Sales,1,2026-08-21T18:27:40.000Z,2025-01-22
960000.0,441,البرشاء جنوب الرابعة,Al Barsha South Fourth,جولدن دريم تاور 1,GOLDEN DREAM TOWER 1,1,2026-06-23,قرية جميرا الدائرية,Jumeirah Village Circle,,11510.79,أكاديمية المدينة الرياضية للسباحة,Sports City Swimming Academy,مارينا مول,Marina Mall,محطة مترو النخيل,Nakheel Metro Station,1.0,1.0,0.0,83.4,11,بيع,Sell,,,,شقه سكنيه,Flat,60.0,وحدة,Unit,3,سكني,Residential,العقارات القائمة,Existing Properties,1,,غرفة,1 B/R,1-11-2026-19456,مبايعات,Sales,1,2026-08-21T18:27:40.000Z,2026-06-23
559000.0,441,البرشاء جنوب الرابعة,Al Barsha South Fourth,كاسا جراندي,Casa Grande,1,2024-07-01,قرية جميرا الدائرية,Jumeirah Village Circle,,13350.85,أكاديمية المدينة الرياضية للسباحة,Sports City Swimming Academy,مول الإمارات,Mall of the Emirates,مدينة دبي للإنترنت,Dubai Internet City,1.0,1.0,0.0,41.87,11,بيع,Sell,حدائق سيرويا,SIROYA GARDENS,726.0,شقه سكنيه,Flat,60.0,وحدة,Unit,3,سكني,Residential,العقارات القائمة,Existing Properties,1,,استوديو,Studio,1-11-2024-23964,مبايعات,Sales,1,2026-08-21T18:27:40.000Z,2024-07-01
2761725.0,330,مرسى دبي,Marsa Dubai,المجره 4,AL MAJARA 4,1,2025-08-19,دبي مارينا,Dubai Marina,,35402.19,برج العرب,Burj Al Arab,مارينا مول,Marina Mall,أبراج بحيرات جميرا,Jumeirah Lakes Towers,1.0,1.0,0.0,78.01,102,بيع - تسجيل مبدئى,Sell - Pre registration,ريزيدنسز دو بورت، دبي مارينا، أوتوجراف كوليكشن ريزيدنسز,"Residences Du Port, Dubai Marina, Autograph Collection Residences",3762.0,شقه سكنيه,Flat,60.0,وحدة,Unit,3,سكني,Residential,على الخارطة,Off-Plan Properties,0,,غرفة,1 B/R,1-102-2025-77204,مبايعات,Sales,1,2026-08-21T18:27:40.000Z,2025-08-19
2350000.0,441,البرشاء جنوب الرابعة,Al Barsha South Fourth,,,0,2023-04-19,قرية جميرا الدائرية,Jumeirah Village Circle,,12050.66,أكاديمية المدينة الرياضية للسباحة,Sports City Swimming Academy,مول الإمارات,Mall of the Emirates,مدينة دبي للإنترنت,Dubai Internet City,1.0,1.0,0.0,195.01,11,بيع,Sell,,,,فيلا,Villa,4.0,فيلا,Villa,4,سكني,Residential,العقارات القائمة,Existing Properties,1,,أربع غرف,4 B/R,1-11-2023-11626,مبايعات,Sales,1,2026-08-21T18:27:40.000Z,2023-04-19
34900000.0,526,الخليج التجارى,Business Bay,دورشستر كولكشن دبي,Dorchester Collection Dubai,1,2023-05-23,الخليج التجاري,Business Bay,,48719.2,وسط مدينة دبي,Downtown Dubai,مول دبي,Dubai Mall,محطة مترو بوج خليفة دبي مول,Buj Khalifa Dubai Mall Metro Station,1.0,1.0,0.0,716.35,102,بيع - تسجيل مبدئى,Sell - Pre registration,دورشستر كولكشن دبي,Dorchester Collection Dubai,2052.0,شقه سكنيه,Flat,60.0,وحدة,Unit,3,سكني,Residential,على الخارطة,Off-Plan Properties,0,,أربع غرف,4 B/R,1-102-2023-24138,مبايعات,Sales,1,2026-08-21T18:27:40.000Z,2023-05-23
684040.0,482,حدائق الشيخ محمد بن راشد,Hadaeq Sheikh Mohammed Bin Rashid,ماج 930,MAG 930,1,2023-03-29,حدائق الشيخ محمد بن راشد - ديستركت 7,HADAEQ SHEIKH MOHAMMED BIN RASHID - DISRICT 7,,18522.61,وسط مدينة دبي,Downtown Dubai,مول دبي,Dubai Mall,محطة مترو الخليج التجاري,Business Bay Metro Station,1.0,1.0,0.0,36.93,102,بيع - تسجيل مبدئى,Sell - Pre registration,ماج آي المرحلة 1,MAG EYE Phase 1,2033.0,شقه سكنيه,Flat,60.0,وحدة,Unit,3,سكني,Residential,على الخارطة,Off-Plan Properties,0,,استوديو,Studio,1-102-2023-15217,مبايعات,Sales,1,2026-08-21T18:27:40.000Z,2023-03-29
2779049.0,526,الخليج التجارى,Business Bay,برج الحبتور,Al Habtoor Tower,1,2024-07-19,,,,28591.04,وسط مدينة دبي,Downtown Dubai,مول دبي,Dubai Mall,محطة مترو الخليج التجاري,Business Bay Metro Station,1.0,1.0,0.0,97.2,102,بيع - تسجيل مبدئى,Sell - Pre registration,برج الحبتور,Al Habtoor Tower,2656.0,شقه سكنيه,Flat,60.0,وحدة,Unit,3,سكني,Residential,على الخارطة,Off-Plan Properties,0,,غرفة,1 B/R,1-102-2024-52268,مبايعات,Sales,1,2026-08-21T18:27:40.000Z,2024-07-19
930451.0,441,البرشاء جنوب الرابعة,Al Barsha South Fourth,ستونهنج رزيدنز,Stonehenge Residences,1,2023-10-03,قرية جميرا الدائرية,Jumeirah Village Circle,,12271.84,أكاديمية المدينة الرياضية للسباحة,Sports City Swimming Academy,مارينا مول,Marina Mall,مدينة دبي للإنترنت,Dubai Internet City,1.0,1.0,0.0,75.82,102,بيع - تسجيل مبدئى,Sell - Pre registration,ستونج ريزيدنس,STONEHENGE RESIDENCES,2575.0,شقه سكنيه,Flat,60.0,وحدة,Unit,3,سكني,Residential,على الخارطة,Off-Plan Properties,0,,غرفة,1 B/R,1-102-2023-51548,مبايعات,Sales,1,2026-08-21T18:27:40.000Z,2023-10-03
2278828.0,526,الخليج التجارى,Business Bay,ذا كريستمارك,The Crestmark,1,2024-07-05,الخليج التجاري,Business Bay,,31778.39,وسط مدينة دبي,Downtown Dubai,مول دبي,Dubai Mall,محطة مترو بوج خليفة دبي مول,Buj Khalifa Dubai Mall Metro Station,1.0,2.0,0.0,71.71,102,بيع - تسجيل مبدئى,Sell - Pre registration,ذا كريستمارك,THE CRESTMARK,2832.0,شقه سكنيه,Flat,60.0,وحدة,Unit,3,سكني,Residential,على الخارطة,Off-Plan Properties,0,,غرفة,1 B/R,1-102-2024-48026,مبايعات,Sales,1,2026-08-21T18:27:40.000Z,2024-07-05
900000.0,441,البرشاء جنوب الرابعة,Al Barsha South Fourth,هاميني تاور,HAMENI TOWER,1,2023-02-21,قرية جميرا الدائرية,Jumeirah Village Circle,,10222.63,أكاديمية المدينة الرياضية للسباحة,Sports City Swimming Academy,مارينا مول,Marina Mall,مدينة دبي للإنترنت,Dubai Internet City,1.0,1.0,0.0,88.04,11,بيع,Sell,هامينى,HAMENI,1541.0,شقه سكنيه,Flat,60.0,وحدة,Unit,3,سكني,Residential,العقارات القائمة,Existing Properties,1,,غرفة,1 B/R,1-11-2023-4888,مبايعات,Sales,1,2026-08-21T18:27:40.000Z,2023-02-21
777828.0,441,البرشاء جنوب الرابعة,Al Barsha South Fourth,أوكلي سكوير ريزدنسز - تاور ايه,OAKLEY SQUARE RESIDENCES - TOWER A,1,2023-06-14,قرية جميرا الدائرية,Jumeirah Village Circle,,12429.34,أكاديمية المدينة الرياضية للسباحة,Sports City Swimming Academy,مول الإمارات,Mall of the Emirates,مدينة دبي للإنترنت,Dubai Internet City,1.0,1.0,0.0,62.58,102,بيع - تسجيل مبدئى,Sell - Pre registration,أوكلي سكوير ريزيدنسز,OAKLEY SQUARE RESIDENCES,2304.0,شقه سكنيه,Flat,60.0,وحدة,Unit,3,سكني,Residential,على الخارطة,Off-Plan Properties,0,,غرفة,1 B/R,1-102-2023-28595,مبايعات,Sales,1,2026-08-21T18:27:40.000Z,2023-06-14
874999.0,441,البرشاء جنوب الرابعة,Al Barsha South Fourth,بن غاطي روبي,Binghatti Ruby,1,2025-06-09,قرية جميرا الدائرية,Jumeirah Village Circle,,25547.42,أكاديمية المدينة الرياضية للسباحة,Sports City Swimming Academy,مول الإمارات,Mall of the Emirates,مدينة دبي للإنترنت,Dubai Internet City,1.0,2.0,0.0,34.25,102,بيع - تسجيل مبدئى,Sell - Pre registration,بن غاطي روبي,Binghatti Ruby,3533.0,شقه سكنيه,Flat,60.0,وحدة,Unit,3,سكني,Residential,على الخارطة,Off-Plan Properties,0,,استوديو,Studio,1-102-2025-48784,مبايعات,Sales,1,2026-08-21T18:27:40.000Z,2025-06-09
2347338.0,526,الخليج التجارى,Business Bay,برج تايجر سكاي,TIGER SKY TOWER,1,2025-10-27,الخليج التجاري,Business Bay,,28936.61,وسط مدينة دبي,Downtown Dubai,مول دبي,Dubai Mall,محطة مترو بوج خليفة دبي مول,Buj Khalifa Dubai Mall Metro Station,1.0,1.0,0.0,81.12,102,بيع - تسجيل مبدئى,Sell - Pre registration,برج تايجر سكاي,Tiger Sky Tower,2579.0,شقه سكنيه,Flat,60.0,وحدة,Unit,3,سكني,Residential,على الخارطة,Off-Plan Properties,0,,غرفة,1 B/R,1-102-2025-107396,مبايعات,Sales,1,2026-08-21T18:27:40.000Z,2025-10-27
3621400.0,526,الخليج التجارى,Business Bay,قنال هايتس,CANAL HEIGHTS,1,2025-08-22,الخليج التجاري,Business Bay,,29148.42,,,,,,,1.0,2.0,0.0,124.24,102,بيع - تسجيل مبدئى,Sell - Pre registration,قنال هايتس,CANAL HEIGHTS,2602.0,شقه سكنيه,Flat,60.0,وحدة,Unit,3,سكني,Residential,على الخارطة,Off-Plan Properties,0,,غرفتين,2 B/R,1-102-2025-78936,مبايعات,Sales,1,2026-08-21T18:27:40.000Z,2025-08-22
5300000.0,330,مرسى دبي,Marsa Dubai,بيتش مانشن - تاور 1,BEACH MANSION - TOWER 1,1,2023-01-25,دبي هاربر,Dubai Harbour,,33747.21,,,,,,,1.0,1.0,0.0,157.05,102,بيع - تسجيل مبدئى,Sell - Pre registration,بيتش مانشن,Beach Mansion,2286.0,شقه سكنيه,Flat,60.0,وحدة,Unit,3,سكني,Residential,على الخارطة,Off-Plan Properties,0,,ثلاث غرف,3 B/R,1-102-2023-4007,مبايعات,Sales,1,2026-08-21T18:27:40.000Z,2023-01-25
5400000.0,390,برج خليفة,Burj Khalifa,25اورس هيمات دبي,25hours Heimat Dubai,1,2024-11-04,داون تاون دبي,DownTown Dubai,,31228.31,وسط مدينة دبي,Downtown Dubai,مول دبي,Dubai Mall,محطة مترو الخليج التجاري,Business Bay Metro Station,1.0,1.0,0.0,172.92,102,بيع - تسجيل مبدئى,Sell - Pre registration,يوفوريك ريزدنسز,Euphoric Residences,2886.0,شقه سكنيه,Flat,60.0,وحدة,Unit,3,سكني,Residential,على الخارطة,Off-Plan Properties,0,,ثلاث غرف,3 B/R,1-102-2024-93186,مبايعات,Sales,1,2026-08-21T18:27:40.000Z,2024-11-04
813178.0,441,البرشاء جنوب الرابعة,Al Barsha South Fourth,وان بارك سكوير باي إيمان,ONE PARK SQUARE BY IMAN,1,2025-06-25,قرية جميرا الدائرية,Jumeirah Village Circle,,20498.56,أكاديمية المدينة الرياضية للسباحة,Sports City Swimming Academy,مول الإمارات,Mall of the Emirates,مدينة دبي للإنترنت,Dubai Internet City,1.0,1.0,0.0,39.67,102,بيع - تسجيل مبدئى,Sell - Pre registration,وان بارك سكوير باي إيمان,ONE PARK SQUARE BY IMAN,3366.0,شقه سكنيه,Flat,60.0,وحدة,Unit,3,سكني,Residential,على الخارطة,Off-Plan Properties,0,,استوديو,Studio,1-102-2025-55320,مبايعات,Sales,1,2026-08-21T18:27:40.000Z,2025-06-25
642979.0,442,البرشاء جنوب الخامسة,Al Barsha South Fifth,سيسيليا تاور,SESLIA TOWER,1,2025-08-06,قرية جميرا المثلثة,Jumeirah Village Triangle,,11918.05,أكاديمية المدينة الرياضية للسباحة,Sports City Swimming Academy,مارينا مول,Marina Mall,عقارات داماك,Damac Properties,1.0,1.0,0.0,53.95,102,بيع - تسجيل مبدئى,Sell - Pre registration,سيسليا تاور,Seslia Tower,2528.0,شقه سكنيه,Flat,60.0,وحدة,Unit,3,سكني,Residential,على الخارطة,Off-Plan Properties,0,,غرفة,1 B/R,1-102-2025-70302,مبايعات,Sales,1,2026-08-21T18:27:40.000Z,2025-08-06
1015483.0,442,البرشاء جنوب الخامسة,Al Barsha South Fifth,ميامي باي ايس دي,MIAMI BY SD,1,2023-05-24,قرية جميرا المثلثة,Jumeirah Village Triangle,,8632.13,أكاديمية المدينة الرياضية للسباحة,Sports City Swimming Academy,مارينا مول,Marina Mall,عقارات داماك,Damac Properties,1.0,1.0,0.0,117.64,102,بيع - تسجيل مبدئى,Sell - Pre registration,ميامي باي اس دي,MIAMI BY SD,2454.0,شقه سكنيه,Flat,60.0,وحدة,Unit,3,سكني,Residential,على الخارطة,Off-Plan Properties,0,,غرفة,1 B/R,1-102-2023-24351,مبايعات,Sales,1,2026-08-21T18:27:40.000Z,2023-05-24
4480888.0,482,حدائق الشيخ محمد بن راشد,Hadaeq Sheikh Mohammed Bin Rashid,فيدا رزيدنسز دبي هيلز استيت,Vida Residences Dubai Hills Estate,1,2024-06-25,دبي هيلز استيت,Dubai Hills Estate,,28367.23,,,,,,,1.0,1.0,0.0,157.96,102,بيع - تسجيل مبدئى,Sell - Pre registration,فيدا رزيدنسزدبي هيلز استيت,Vida Residences Dubai Hills Estate,2795.0,شقه سكنيه,Flat,60.0,وحدة,Unit,3,سكني,Residential,على الخارطة,Off-Plan Properties,0,,ثلاث غرف,3 B/R,1-102-2024-45338,مبايعات,Sales,1,2026-08-21T18:27:40.000Z,2024-06-25
